0.000000000000000000e+00 0.000000000000000000e+00 1.58225087509e-2
1.000000000000000056e-01 0.000000000000000000e+00 1.58225087509e-2
2.000000000000000111e-01 0.000000000000000000e+00 1.58225087509e-2
3.000000000000000444e-01 0.000000000000000000e+00 1.58225087509e-2
4.000000000000000222e-01 0.000000000000000000e+00 1.58225087509e-2
5.000000000000000000e-01 0.000000000000000000e+00 1.58225087509e-2
6.000000000000000888e-01 0.000000000000000000e+00 1.58225087509e-2
7.000000000000000666e-01 0.000000000000000000e+00 1.58225087509e-2
8.000000000000000444e-01 0.000000000000000000e+00 1.58225087509e-2
9.000000000000000222e-01 0.000000000000000000e+00 1.58225087509e-2
1.000000000000000000e+00 0.000000000000000000e+00 1.58225087509e-2
1.100000000000000089e+00 0.000000000000000000e+00 1.58225087509e-2
1.200000000000000178e+00 0.000000000000000000e+00 1.58225087509e-2
1.300000000000000044e+00 0.000000000000000000e+00 1.58225087509e-2
1.400000000000000133e+00 0.000000000000000000e+00 1.58225087509e-2
1.500000000000000000e+00 0.000000000000000000e+00 1.58225087509e-2
1.600000000000000089e+00 0.000000000000000000e+00 1.58225087509e-2
1.700000000000000178e+00 0.000000000000000000e+00 1.58225087509e-2
1.800000000000000044e+00 0.000000000000000000e+00 1.58225087509e-2
1.900000000000000133e+00 0.000000000000000000e+00 1.58225087509e-2
2.000000000000000000e+00 0.000000000000000000e+00 1.58225087509e-2
2.100000000000000089e+00 0.000000000000000000e+00 1.58225087509e-2
2.200000000000000178e+00 0.000000000000000000e+00 1.58225087509e-2
2.300000000000000266e+00 0.000000000000000000e+00 1.58225087509e-2
2.400000000000000355e+00 2.000000000000000042e-03 1.58225087509e-2
2.500000000000000000e+00 1.000000000000000021e-03 1.58225087509e-2
2.600000000000000089e+00 0.000000000000000000e+00 1.58225087509e-2
2.700000000000000178e+00 2.000000000000000042e-03 1.58225087509e-2
2.800000000000000266e+00 1.000000000000000021e-03 1.58225087509e-2
2.900000000000000355e+00 0.000000000000000000e+00 1.58225087509e-2
3.000000000000000000e+00 0.000000000000000000e+00 1.58225087509e-2
3.100000000000000089e+00 3.000000000000000062e-03 1.58225087509e-2
3.200000000000000178e+00 6.000000000000000125e-03 1.58225087509e-2
3.300000000000000266e+00 1.000000000000000021e-03 1.58225087509e-2
3.400000000000000355e+00 8.000000000000000167e-03 1.58225087509e-2
3.500000000000000000e+00 1.600000000000000033e-02 1.58225087509e-2
3.600000000000000089e+00 2.100000000000000130e-02 1.58225087509e-2
3.700000000000000178e+00 2.299999999999999961e-02 1.58225087509e-2
3.800000000000000266e+00 1.200000000000000025e-02 1.58225087509e-2
3.900000000000000355e+00 3.699999999999999817e-02 1.58225087509e-2
4.000000000000000000e+00 3.899999999999999994e-02 1.58225087509e-2
4.100000000000000533e+00 6.300000000000000044e-02 1.58225087509e-2
4.200000000000000178e+00 8.100000000000000255e-02 1.58225087509e-2
4.299999999999999822e+00 9.099999999999999756e-02 1.58225087509e-2
4.400000000000000355e+00 9.600000000000000200e-02 1.58225087509e-2
4.500000000000000000e+00 1.059999999999999970e-01 1.58225087509e-2
4.600000000000000533e+00 1.310000000000000053e-01 1.58225087509e-2
4.700000000000000178e+00 1.779999999999999916e-01 1.58225087509e-2
4.800000000000000711e+00 2.550000000000000044e-01 1.58225087509e-2
4.900000000000000355e+00 2.340000000000000135e-01 1.58225087509e-2
5.000000000000000000e+00 2.439999999999999947e-01 1.58225087509e-2
5.100000000000000533e+00 3.109999999999999987e-01 1.58225087509e-2
5.200000000000000178e+00 3.230000000000000093e-01 1.58225087509e-2
5.300000000000000711e+00 3.820000000000000062e-01 1.58225087509e-2
5.400000000000000355e+00 4.460000000000000075e-01 1.58225087509e-2
